gene,edge,net
K01195,129564,ko01100
K01137,129565,ko01100
K01136,129549,ko01100
K01217,129550,ko01100
K01135,129551,ko01100
K01197,129552,ko01100
K01197,129553,ko01100
K09754,129213,ko01100
K06444,129179,ko01100
K14621,128669,ko01100
K16817,128669,ko01100
K01047,128669,ko01100
K01058,128669,ko01100
K16818,128669,ko01100
K16342,128669,ko01100
K16343,128669,ko01100
K14674,128669,ko01100
K01723,128671,ko01100
K00454,128670,ko01100
K10526,128674,ko01100
K00232,128675,ko01100
K00632,128676,ko01100
K07513,128676,ko01100
K00232,128677,ko01100
K07513,128678,ko01100
K00632,128678,ko01100
K00232,128679,ko01100
K00632,128680,ko01100
K07513,128680,ko01100
K12729,129266,ko01100
K12730,129267,ko01100
K12731,129267,ko01100
K12731,129268,ko01100
K07409,129269,ko01100
K00622,129270,ko01100
K07409,129272,ko01100
K17683,129271,ko01100
K07409,129271,ko01100
K00106,129271,ko01100
K10760,129170,ko01100
K10717,129171,ko01100
K05784,129009,ko01100
K05549,129009,ko01100
K05550,129009,ko01100
K05288,128773,ko01100
K05287,128773,ko01100
K05550,129006,ko01100
K05784,129006,ko01100
K05549,129006,ko01100
K05550,129008,ko01100
K05784,129008,ko01100
K05549,129008,ko01100
K05783,129005,ko01100
K05783,129007,ko01100
K03381,129004,ko01100
K01856,129003,ko01100
K01061,129002,ko01100
K01071,129806,ko01100
K10781,129806,ko01100
K01071,129807,ko01100
K10781,129807,ko01100
K00665,129809,ko01100
K10781,129809,ko01100
K02551,129140,ko01100
K14759,129140,ko01100
K14759,129141,ko01100
K08680,129141,ko01100
K12252,129451,ko01100
K13600,129524,ko01100
K13606,129523,ko01100
K14177,129481,ko01100
K14175,129482,ko01100
K07437,129797,ko01100
K12664,129797,ko01100
K12665,129797,ko01100
K07408,129797,ko01100
K07409,129797,ko01100
K17683,129797,ko01100
K07411,129797,ko01100
K17709,129797,ko01100
K07412,129797,ko01100
K17718,129797,ko01100
K17719,129797,ko01100
K17720,129797,ko01100
K07413,129797,ko01100
K07420,129797,ko01100
K17689,129797,ko01100
K17690,129797,ko01100
K17691,129797,ko01100
K07424,129797,ko01100
K00157,129034,ko01100
K03337,128012,ko01100
K00512,128569,ko01100
K14186,129475,ko01100
K14184,129477,ko01100
K14185,129476,ko01100
K00395,128460,ko01100
K00394,128460,ko01100
K00186,129428,ko01100
K00187,129428,ko01100
K00188,129428,ko01100
K00189,129428,ko01100
K00187,129429,ko01100
K00188,129429,ko01100
K00189,129429,ko01100
K00186,129429,ko01100
K11395,129418,ko01100
K18127,129418,ko01100
K03738,129420,ko01100
K18021,129420,ko01100
K18128,129420,ko01100
K18022,129420,ko01100
K18020,129420,ko01100
K11529,129419,ko01100
K05528,128716,ko01100
K03336,129329,ko01100
K01653,128251,ko01100
K01653,128252,ko01100
K01652,128251,ko01100
K01652,128252,ko01100
K11258,128251,ko01100
K11258,128252,ko01100
K03526,128354,ko01100
K08748,128407,ko01100
K01796,128408,ko01100
K10214,128409,ko01100
K08748,128397,ko01100
K01796,128398,ko01100
K10214,128399,ko01100
K00488,128395,ko01100
K00488,128405,ko01100
K00488,128396,ko01100
K00488,128406,ko01100
K18800,129468,ko01100
K00568,129470,ko01100
K00591,129469,ko01100
K03185,129471,ko01100
K06126,129471,ko01100
K03183,129472,ko01100
K06127,129472,ko01100
K03184,129473,ko01100
K06134,129473,ko01100
K11693,128765,ko01100
K11694,129507,ko01100
K11695,129506,ko01100
K00568,129474,ko01100
K00591,129474,ko01100
K15099,129345,ko01100
K13600,129523,ko01100
K13057,129640,ko01100
K13057,129641,ko01100
K00506,129513,ko01100
K08099,129522,ko01100
K04040,129522,ko01100
K13606,129521,ko01100
K18010,129520,ko01100
K13746,129837,ko01100
K13747,129838,ko01100
K04719,129602,ko01100
K18366,129733,ko01100
K01438,129828,ko01100
K18119,129707,ko01100
K09019,129636,ko01100
K16066,129636,ko01100
K14653,129598,ko01100
K14654,129599,ko01100
K14655,129600,ko01100
K06982,129603,ko01100
K09722,129604,ko01100
K03637,129605,ko01100
K03639,129605,ko01100
K03635,129606,ko01100
K03636,129606,ko01100
K14975,129548,ko01100
K15398,129621,ko01100
K15398,129620,ko01100
K15717,128659,ko01100
K07436,129622,ko01100
K07436,129623,ko01100
K03103,129812,ko01100
K02169,129694,ko01100
K02293,129643,ko01100
K02293,129644,ko01100
K15744,129645,ko01100
K00514,129646,ko01100
K00514,129647,ko01100
K15745,129173,ko01100
K10027,129173,ko01100
K09789,129682,ko01100
K02170,129682,ko01100
K05827,128103,ko01100
K05828,128104,ko01100
K02829,128105,ko01100
K05830,128106,ko01100
K05831,128107,ko01100
K08094,129703,ko01100
K13831,129703,ko01100
K17842,129770,ko01100
K17819,129771,ko01100
K15783,129613,ko01100
K15784,129614,ko01100
K16048,129630,ko01100
K16047,129630,ko01100
K15983,129629,ko01100
K15982,129629,ko01100
K18592,128649,ko01100
K05898,129628,ko01100
K09018,129635,ko01100
K09024,129635,ko01100
K09020,129634,ko01100
K01737,129696,ko01100
K10810,129749,ko01100
K06920,129698,ko01100
K09021,129633,ko01100
K09023,129632,ko01100
K02438,129673,ko01100
K06044,129673,ko01100
K01236,129673,ko01100
K10026,129699,ko01100
K00647,129687,ko01100
K00647,129686,ko01100
K09458,129687,ko01100
K09458,129686,ko01100
K00059,129688,ko01100
K02372,129689,ko01100
K00208,129690,ko01100
K09458,129691,ko01100
K09458,129692,ko01100
K00647,129691,ko01100
K00647,129692,ko01100
K00059,129685,ko01100
K02372,129684,ko01100
K00208,129683,ko01100
K16593,129681,ko01100
K00652,129680,ko01100
K08351,129693,ko01100
K01714,128114,ko01100
K17223,129723,ko01100
K17226,129723,ko01100
K08738,129723,ko01100
K17227,129723,ko01100
K17222,129723,ko01100
K17224,129723,ko01100
K17225,129723,ko01100
K11816,129700,ko01100
K03150,129758,ko01100
K03149,129751,ko01100
K03149,129750,ko01100
K03149,129752,ko01100
K18202,129713,ko01100
K01902,129706,ko01100
K18118,129706,ko01100
K18385,129761,ko01100
K18386,129762,ko01100
K18386,129764,ko01100
K18387,129763,ko01100
K18387,129765,ko01100
K17841,129769,ko01100
K18102,129718,ko01100
K18103,129719,ko01100
K18107,129720,ko01100
K11395,129722,ko01100
K11395,129721,ko01100
K18127,129722,ko01100
K18127,129721,ko01100
K01785,129711,ko01100
K18310,129729,ko01100
K18311,129731,ko01100
K18310,129731,ko01100
K14592,129731,ko01100
K03146,129760,ko01100
K18278,129745,ko01100
K18311,129732,ko01100
K14592,129732,ko01100
K18312,128903,ko01100
K00668,129804,ko01100
K11533,129804,ko01100
K18368,129794,ko01100
K00648,129805,ko01100
K18473,129805,ko01100
K00788,129748,ko01100
K00788,129747,ko01100
K14153,129748,ko01100
K14153,129747,ko01100
K14154,129748,ko01100
K14154,129747,ko01100
K14534,129710,ko01100
K08322,129813,ko01100
K19005,129816,ko01100
K19002,129814,ko01100
K19412,129821,ko01100
K05828,129822,ko01100
K05829,129823,ko01100
K05830,129824,ko01100
K05831,129825,ko01100
K00003,mirnetedge_0810,ko01100
K00003,mirnetedge_0862,ko01100
K00005,mirnetedge_1023,ko01100
K00007,mirnetedge_0950,ko01100
K00010,mirnetedge_1026,ko01100
K00013,mirnetedge_0907,ko01100
K00013,mirnetedge_0908,ko01100
K00014,mirnetedge_0822,ko01100
K00014,mirnetedge_0889,ko01100
K00028,mirnetedge_0355,ko01100
K00028,mirnetedge_0644,ko01100
K00032,mirnetedge_1002,ko01100
K00035,mirnetedge_1018,ko01100
K00036,mirnetedge_1006,ko01100
K00039,mirnetedge_0947,ko01100
K00041,mirnetedge_0995,ko01100
K00042,mirnetedge_0375,ko01100
K00043,mirnetedge_0383,ko01100
K00051,mirnetedge_0353,ko01100
K00052,mirnetedge_0841,ko01100
K00052,mirnetedge_0897,ko01100
K00055,mirnetedge_0241,ko01100
K00055,mirnetedge_0289,ko01100
K00055,mirnetedge_0314,ko01100
K00059,mirnetedge_0498,ko01100
K00059,mirnetedge_0501,ko01100
K00064,mirnetedge_1016,ko01100
K00067,mirnetedge_1012,ko01100
K00077,mirnetedge_0649,ko01100
K00082,mirnetedge_0735,ko01100
K00083,mirnetedge_0681,ko01100
K00083,mirnetedge_0690,ko01100
K00083,mirnetedge_0713,ko01100
K00083,mirnetedge_1021,ko01100
K00097,mirnetedge_0722,ko01100
K00099,mirnetedge_1097,ko01100
K00100,mirnetedge_0421,ko01100
K00122,mirnetedge_0342,ko01100
K00122,mirnetedge_0343,ko01100
K00133,mirnetedge_0816,ko01100
K00141,mirnetedge_0242,ko01100
K00141,mirnetedge_0288,ko01100
K00141,mirnetedge_0308,ko01100
K00141,mirnetedge_0315,ko01100
K00145,mirnetedge_0474,ko01100
K00146,mirnetedge_0427,ko01100
K00148,mirnetedge_0341,ko01100
K00152,mirnetedge_0204,ko01100
K00158,mirnetedge_0869,ko01100
K00164,mirnetedge_0376,ko01100
K00166,mirnetedge_0848,ko01100
K00186,mirnetedge_0807,ko01100
K00200,mirnetedge_0344,ko01100
K00200,mirnetedge_0345,ko01100
K00208,mirnetedge_0496,ko01100
K00208,mirnetedge_0499,ko01100
K00210,mirnetedge_0801,ko01100
K00215,mirnetedge_0450,ko01100
K00217,mirnetedge_0167,ko01100
K00217,mirnetedge_0185,ko01100
K00218,mirnetedge_0556,ko01100
K00220,mirnetedge_0802,ko01100
K00223,mirnetedge_0330,ko01100
K00225,mirnetedge_1015,ko01100
K00239,mirnetedge_0382,ko01100
K00276,mirnetedge_0513,ko01100
K00281,mirnetedge_0837,ko01100
K00299,mirnetedge_0573,ko01100
K00299,mirnetedge_0645,ko01100
K00307,mirnetedge_0662,ko01100
K00319,mirnetedge_0348,ko01100
K00320,mirnetedge_0333,ko01100
K00320,mirnetedge_0334,ko01100
K00320,mirnetedge_0349,ko01100
K00329,mirnetedge_0380,ko01100
K00365,mirnetedge_0788,ko01100
K00380,mirnetedge_0917,ko01100
K00390,mirnetedge_0916,ko01100
K00394,mirnetedge_0915,ko01100
K00401,mirnetedge_0336,ko01100
K00401,mirnetedge_0338,ko01100
K00422,mirnetedge_0793,ko01100
K00423,mirnetedge_0938,ko01100
K00440,mirnetedge_0332,ko01100
K00446,mirnetedge_0231,ko01100
K00446,mirnetedge_0234,ko01100
K00446,mirnetedge_0245,ko01100
K00446,mirnetedge_0318,ko01100
K00446,mirnetedge_0422,ko01100
K00448,mirnetedge_0220,ko01100
K00450,mirnetedge_0679,ko01100
K00452,mirnetedge_0830,ko01100
K00454,mirnetedge_1065,ko01100
K00462,mirnetedge_0238,ko01100
K00475,mirnetedge_0609,ko01100
K00480,mirnetedge_0198,ko01100
K00480,mirnetedge_0213,ko01100
K00480,mirnetedge_0221,ko01100
K00481,mirnetedge_0299,ko01100
K00487,mirnetedge_0730,ko01100
K00508,mirnetedge_0013,ko01100
K00514,mirnetedge_0064,ko01100
K00514,mirnetedge_0065,ko01100
K00517,mirnetedge_0401,ko01100
K00527,mirnetedge_0779,ko01100
K00527,mirnetedge_0930,ko01100
K00559,mirnetedge_0135,ko01100
K00559,mirnetedge_0327,ko01100
K00568,mirnetedge_0611,ko01100
K00577,mirnetedge_0335,ko01100
K00588,mirnetedge_0694,ko01100
K00588,mirnetedge_0701,ko01100
K00589,mirnetedge_0585,ko01100
K00595,mirnetedge_0578,ko01100
K00600,mirnetedge_0718,ko01100
K00603,mirnetedge_0719,ko01100
K00606,mirnetedge_0650,ko01100
K00611,mirnetedge_0479,ko01100
K00634,mirnetedge_1102,ko01100
K00640,mirnetedge_0909,ko01100
K00641,mirnetedge_0851,ko01100
K00651,mirnetedge_0852,ko01100
K00652,mirnetedge_0489,ko01100
K00652,mirnetedge_0493,ko01100
K00654,mirnetedge_1108,ko01100
K00658,mirnetedge_1104,ko01100
K00660,mirnetedge_0710,ko01100
K00665,mirnetedge_1091,ko01100
K00668,mirnetedge_1109,ko01100
K00672,mirnetedge_0346,ko01100
K00673,mirnetedge_0544,ko01100
K00674,mirnetedge_0451,ko01100
K00677,mirnetedge_0986,ko01100
K00694,mirnetedge_0958,ko01100
K00697,mirnetedge_1049,ko01100
K00720,mirnetedge_1088,ko01100
K00721,mirnetedge_1057,ko01100
K00721,mirnetedge_1058,ko01100
K00748,mirnetedge_0983,ko01100
K00756,mirnetedge_0931,ko01100
K00763,mirnetedge_0548,ko01100
K00766,mirnetedge_0823,ko01100
K00768,mirnetedge_0571,ko01100
K00770,mirnetedge_0954,ko01100
K00788,mirnetedge_0757,ko01100
K00788,mirnetedge_0758,ko01100
K00788,mirnetedge_0759,ko01100
K00788,mirnetedge_0760,ko01100
K00790,mirnetedge_0922,ko01100
K00793,mirnetedge_0731,ko01100
K00794,mirnetedge_0732,ko01100
K00794,mirnetedge_0733,ko01100
K00800,mirnetedge_0820,ko01100
K00804,mirnetedge_0136,ko01100
K00814,mirnetedge_0874,ko01100
K00817,mirnetedge_0905,ko01100
K00818,mirnetedge_0475,ko01100
K00821,mirnetedge_0452,ko01100
K00826,mirnetedge_0843,ko01100
K00832,mirnetedge_0803,ko01100
K00833,mirnetedge_0490,ko01100
K00836,mirnetedge_0448,ko01100
K00840,mirnetedge_0518,ko01100
K00841,mirnetedge_0455,ko01100
K00853,mirnetedge_0944,ko01100
K00853,mirnetedge_0946,ko01100
K00853,mirnetedge_0948,ko01100
K00855,mirnetedge_0363,ko01100
K00872,mirnetedge_0809,ko01100
K00874,mirnetedge_1004,ko01100
K00877,mirnetedge_0767,ko01100
K00877,mirnetedge_0769,ko01100
K00878,mirnetedge_0761,ko01100
K00889,mirnetedge_0527,ko01100
K00891,mirnetedge_0821,ko01100
K00891,mirnetedge_0890,ko01100
K00912,mirnetedge_0982,ko01100
K00919,mirnetedge_1095,ko01100
K00925,mirnetedge_0868,ko01100
K00928,mirnetedge_0817,ko01100
K00929,mirnetedge_1103,ko01100
K00930,mirnetedge_0473,ko01100
K00973,mirnetedge_1014,ko01100
K00991,mirnetedge_1096,ko01100
K01000,mirnetedge_1040,ko01100
K01006,mirnetedge_0351,ko01100
K01012,mirnetedge_0492,ko01100
K01026,mirnetedge_0855,ko01100
K01026,mirnetedge_0871,ko01100
K01031,mirnetedge_0168,ko01100
K01051,mirnetedge_0993,ko01100
K01055,mirnetedge_0217,ko01100
K01061,mirnetedge_0180,ko01100
K01075,mirnetedge_0306,ko01100
K01087,mirnetedge_1048,ko01100
K01094,mirnetedge_1074,ko01100
K01115,mirnetedge_1076,ko01100
K01177,mirnetedge_1045,ko01100
K01179,mirnetedge_0957,ko01100
K01184,mirnetedge_0992,ko01100
K01194,mirnetedge_1051,ko01100
K01198,mirnetedge_0953,ko01100
K01243,mirnetedge_0477,ko01100
K01243,mirnetedge_0526,ko01100
K01427,mirnetedge_0540,ko01100
K01439,mirnetedge_0453,ko01100
K01440,mirnetedge_0549,ko01100
K01442,mirnetedge_0154,ko01100
K01442,mirnetedge_0155,ko01100
K01457,mirnetedge_0361,ko01100
K01457,mirnetedge_0539,ko01100
K01466,mirnetedge_0790,ko01100
K01467,mirnetedge_0791,ko01100
K01467,mirnetedge_0792,ko01100
K01473,mirnetedge_0535,ko01100
K01483,mirnetedge_0541,ko01100
K01484,mirnetedge_0545,ko01100
K01485,mirnetedge_0536,ko01100
K01485,mirnetedge_0932,ko01100
K01496,mirnetedge_0901,ko01100
K01497,mirnetedge_0741,ko01100
K01498,mirnetedge_0736,ko01100
K01499,mirnetedge_0347,ko01100
K01520,mirnetedge_0928,ko01100
K01523,mirnetedge_0900,ko01100
K01555,mirnetedge_0835,ko01100
K01555,mirnetedge_0836,ko01100
K01557,mirnetedge_0833,ko01100
K01557,mirnetedge_0834,ko01100
K01560,mirnetedge_0387,ko01100
K01563,mirnetedge_0389,ko01100
K01563,mirnetedge_0398,ko01100
K01563,mirnetedge_0875,ko01100
K01563,mirnetedge_0876,ko01100
K01568,mirnetedge_0870,ko01100
K01569,mirnetedge_0369,ko01100
K01574,mirnetedge_0819,ko01100
K01577,mirnetedge_0372,ko01100
K01578,mirnetedge_0863,ko01100
K01588,mirnetedge_0782,ko01100
K01589,mirnetedge_0781,ko01100
K01595,mirnetedge_0350,ko01100
K01595,mirnetedge_0352,ko01100
K01601,mirnetedge_0364,ko01100
K01601,mirnetedge_0365,ko01100
K01601,mirnetedge_0366,ko01100
K01601,mirnetedge_0367,ko01100
K01601,mirnetedge_0377,ko01100
K01607,mirnetedge_0218,ko01100
K01608,mirnetedge_0374,ko01100
K01610,mirnetedge_0354,ko01100
K01617,mirnetedge_0256,ko01100
K01617,mirnetedge_0321,ko01100
K01625,mirnetedge_1005,ko01100
K01626,mirnetedge_0886,ko01100
K01627,mirnetedge_0988,ko01100
K01637,mirnetedge_0379,ko01100
K01638,mirnetedge_0378,ko01100
K01649,mirnetedge_0839,ko01100
K01652,mirnetedge_0840,ko01100
K01652,mirnetedge_0844,ko01100
K01652,mirnetedge_0845,ko01100
K01656,mirnetedge_0825,ko01100
K01661,mirnetedge_0637,ko01100
K01662,mirnetedge_1098,ko01100
K01662,mirnetedge_1099,ko01100
K01684,mirnetedge_1020,ko01100
K01685,mirnetedge_0996,ko01100
K01686,mirnetedge_0998,ko01100
K01687,mirnetedge_0838,ko01100
K01687,mirnetedge_0846,ko01100
K01690,mirnetedge_1003,ko01100
K01692,mirnetedge_0169,ko01100
K01693,mirnetedge_0904,ko01100
K01695,mirnetedge_0826,ko01100
K01695,mirnetedge_0827,ko01100
K01695,mirnetedge_0828,ko01100
K01697,mirnetedge_0853,ko01100
K01703,mirnetedge_0895,ko01100
K01703,mirnetedge_0896,ko01100
K01706,mirnetedge_0965,ko01100
K01707,mirnetedge_0966,ko01100
K01713,mirnetedge_0927,ko01100
K01714,mirnetedge_0449,ko01100
K01723,mirnetedge_1064,ko01100
K01733,mirnetedge_0808,ko01100
K01735,mirnetedge_0887,ko01100
K01736,mirnetedge_0804,ko01100
K01738,mirnetedge_0910,ko01100
K01738,mirnetedge_0911,ko01100
K01738,mirnetedge_0918,ko01100
K01739,mirnetedge_0805,ko01100
K01739,mirnetedge_0806,ko01100
K01739,mirnetedge_0847,ko01100
K01739,mirnetedge_0849,ko01100
K01739,mirnetedge_0850,ko01100
K01757,mirnetedge_0622,ko01100
K01757,mirnetedge_0623,ko01100
K01762,mirnetedge_0480,ko01100
K01770,mirnetedge_1094,ko01100
K01775,mirnetedge_0873,ko01100
K01778,mirnetedge_0458,ko01100
K01790,mirnetedge_1013,ko01100
K01791,mirnetedge_0921,ko01100
K01801,mirnetedge_0680,ko01100
K01804,mirnetedge_0945,ko01100
K01804,mirnetedge_0971,ko01100
K01805,mirnetedge_0952,ko01100
K01812,mirnetedge_0962,ko01100
K01812,mirnetedge_0994,ko01100
K01814,mirnetedge_0902,ko01100
K01821,mirnetedge_0257,ko01100
K01821,mirnetedge_0320,ko01100
K01833,mirnetedge_0504,ko01100
K01841,mirnetedge_0881,ko01100
K01845,mirnetedge_0615,ko01100
K01846,mirnetedge_0462,ko01100
K01850,mirnetedge_0800,ko01100
K01851,mirnetedge_0642,ko01100
K01856,mirnetedge_0215,ko01100
K01857,mirnetedge_0219,ko01100
K01859,mirnetedge_0714,ko01100
K01860,mirnetedge_0178,ko01100
K01860,mirnetedge_0392,ko01100
K01885,mirnetedge_0617,ko01100
K01885,mirnetedge_0898,ko01100
K01885,mirnetedge_0899,ko01100
K01895,mirnetedge_0818,ko01100
K01904,mirnetedge_0696,ko01100
K01904,mirnetedge_0698,ko01100
K01904,mirnetedge_0703,ko01100
K01904,mirnetedge_0711,ko01100
K01904,mirnetedge_0924,ko01100
K01906,mirnetedge_0488,ko01100
K01911,mirnetedge_0638,ko01100
K01913,mirnetedge_0171,ko01100
K01917,mirnetedge_0503,ko01100
K01917,mirnetedge_0505,ko01100
K01918,mirnetedge_0643,ko01100
K01918,mirnetedge_0648,ko01100
K01918,mirnetedge_0651,ko01100
K01921,mirnetedge_0872,ko01100
K01924,mirnetedge_1044,ko01100
K01925,mirnetedge_1043,ko01100
K01929,mirnetedge_1041,ko01100
K01935,mirnetedge_0491,ko01100
K01941,mirnetedge_0538,ko01100
K02169,mirnetedge_0502,ko01100
K02170,mirnetedge_0495,ko01100
K02188,mirnetedge_0594,ko01100
K02189,mirnetedge_0593,ko01100
K02190,mirnetedge_0588,ko01100
K02224,mirnetedge_0576,ko01100
K02224,mirnetedge_0599,ko01100
K02225,mirnetedge_0565,ko01100
K02226,mirnetedge_0570,ko01100
K02227,mirnetedge_0564,ko01100
K02228,mirnetedge_0580,ko01100
K02229,mirnetedge_0583,ko01100
K02230,mirnetedge_0575,ko01100
K02231,mirnetedge_0566,ko01100
K02231,mirnetedge_0567,ko01100
K02232,mirnetedge_0563,ko01100
K02233,mirnetedge_0568,ko01100
K02233,mirnetedge_0569,ko01100
K02291,mirnetedge_0080,ko01100
K02291,mirnetedge_0089,ko01100
K02293,mirnetedge_0067,ko01100
K02293,mirnetedge_0068,ko01100
K02294,mirnetedge_0016,ko01100
K02294,mirnetedge_0030,ko01100
K02302,mirnetedge_0586,ko01100
K02302,mirnetedge_0587,ko01100
K02335,mirnetedge_0780,ko01100
K02372,mirnetedge_0497,ko01100
K02372,mirnetedge_0500,ko01100
K02473,mirnetedge_0920,ko01100
K02492,mirnetedge_0616,ko01100
K02500,mirnetedge_0903,ko01100
K02517,mirnetedge_0977,ko01100
K02527,mirnetedge_0978,ko01100
K02527,mirnetedge_0979,ko01100
K02527,mirnetedge_0980,ko01100
K02527,mirnetedge_0981,ko01100
K02535,mirnetedge_0985,ko01100
K02536,mirnetedge_0984,ko01100
K02548,mirnetedge_0633,ko01100
K02548,mirnetedge_0634,ko01100
K02549,mirnetedge_0639,ko01100
K02551,mirnetedge_0641,ko01100
K02560,mirnetedge_0976,ko01100
K02563,mirnetedge_1039,ko01100
K02586,mirnetedge_0478,ko01100
K02821,mirnetedge_0940,ko01100
K02829,mirnetedge_0433,ko01100
K02858,mirnetedge_0770,ko01100
K03078,mirnetedge_0942,ko01100
K03079,mirnetedge_0943,ko01100
K03146,mirnetedge_0573,ko01100
K03146,mirnetedge_0645,ko01100
K03146,mirnetedge_0746,ko01100
K03146,mirnetedge_0756,ko01100
K03147,mirnetedge_0768,ko01100
K03148,mirnetedge_0747,ko01100
K03149,mirnetedge_0750,ko01100
K03149,mirnetedge_0751,ko01100
K03149,mirnetedge_0752,ko01100
K03150,mirnetedge_0754,ko01100
K03151,mirnetedge_0748,ko01100
K03182,mirnetedge_0614,ko01100
K03183,mirnetedge_0632,ko01100
K03183,mirnetedge_0635,ko01100
K03272,mirnetedge_0972,ko01100
K03272,mirnetedge_0974,ko01100
K03273,mirnetedge_0973,ko01100
